ALCHEMY_SCORE,ALCHEMY_TEXT,DAY,HOUR,IMAGEBOX,MINUTE,MONTH,SECOND,VISUAL_IMAGE,YEAR,_ID,_REV
0.710949,person,03,11,132x478+246+0,55,04,50,20160403115550-157-01.jpg,2016,20160403115550-157-01,1-d989ddf3b4bad59a592819fee644d424
,NO_TAGS,03,11,62x54+256+424,56,04,58,20160403115658-158-01.jpg,2016,20160403115658-158-01,1-7c5c1aa8f5f5acd4d9a76033d6bf8f18
0.331812,person,03,11,40x90+270+108,58,04,01,20160403115801-159-01.jpg,2016,20160403115801-159-01,1-c7f79f07f5c98014e9ea3bb8bc0046e7
,NO_TAGS,03,11,170x280+202+126,58,04,39,20160403115839-160-01.jpg,2016,20160403115839-160-01,1-9a4c3cc8f93147b5bc795241b6304595
,NO_TAGS,03,12,36x140+132+256,11,04,40,20160403121140-161-01.jpg,2016,20160403121140-161-01,1-383d272cd526d4c51b66bcb00567f0d7
,NO_TAGS,03,12,52x154+106+312,11,04,56,20160403121156-162-00.jpg,2016,20160403121156-162-00,1-3ffe8e03e77a379e509a6dd27f10f480
,NO_TAGS,03,12,24x78+194+84,17,04,50,20160403121750-163-01.jpg,2016,20160403121750-163-01,1-bba225106cda5b9f8dbcbd2af2dc1c3e
,NO_TAGS,03,12,22x90+144+256,20,04,46,20160403122046-164-01.jpg,2016,20160403122046-164-01,1-6bb905fa0d3b472d74da7fe69941c8f3
,NO_TAGS,03,12,52x98+114+314,21,04,16,20160403122116-165-00.jpg,2016,20160403122116-165-00,1-4ce25ef13eafd5b3f5cdec1127814f47
,NO_TAGS,03,12,638x478+19+0,23,04,20,20160403122320-166-01.jpg,2016,20160403122320-166-01,1-9c154f8cf00e5b385579d62a94aee164
0.401312,person,03,12,76x234+372+136,23,04,46,20160403122346-167-01.jpg,2016,20160403122346-167-01,1-7ced23adaf42f501a13804514047ba3b
0.890903,person,03,12,60x58+324+84,24,04,54,20160403122454-168-00.jpg,2016,20160403122454-168-00,1-69a514af9d10cd05d0b2a80da2d31309
0.916827,person,03,12,34x70+374+166,26,04,21,20160403122621-170-01.jpg,2016,20160403122621-170-01,1-6a43f8828b738289bcfa35775952d54a
,NO_TAGS,03,12,54x40+340+90,27,04,08,20160403122708-171-00.jpg,2016,20160403122708-171-00,1-06437cd61ddc393d89fe3d1c04f0a424
,NO_TAGS,03,12,50x44+344+86,27,04,33,20160403122733-172-01.jpg,2016,20160403122733-172-01,1-a2bd793be40c0ca0c7d5e60ed31eed2c
0.524979,person,03,12,440x164+102+134,28,04,28,20160403122828-173-00.jpg,2016,20160403122828-173-00,1-8d43b9a266e4b11cd8a886e68609c282
0.817574,person,03,12,638x478+4+0,30,04,31,20160403123031-174-01.jpg,2016,20160403123031-174-01,1-204913d15040ade30f871546265010f9
0.354344,person,03,12,28x94+234+150,31,04,17,20160403123117-175-00.jpg,2016,20160403123117-175-00,1-c535d7e5deb421e18daef3f8aec2ef67
0.331812,person,03,12,38x78+246+124,34,04,00,20160403123400-176-01.jpg,2016,20160403123400-176-01,1-ef881fa70b56e11233c4b3d1400dce33
0.645656,person,03,12,30x104+226+120,38,04,33,20160403123833-177-01.jpg,2016,20160403123833-177-01,1-a7b08f61f4d52830029eadf25ba0a218
0.916827,person,03,12,32x64+268+128,38,04,48,20160403123848-178-00.jpg,2016,20160403123848-178-00,1-d7dcdb3138960c257351fc2dd319a2a4
,NO_TAGS,03,12,44x74+230+164,39,04,34,20160403123934-179-01.jpg,2016,20160403123934-179-01,1-6ea4050b2da27ff0610250ca2551aa30
0.310026,person,03,12,96x48+214+182,40,04,49,20160403124049-180-01.jpg,2016,20160403124049-180-01,1-840cc4207d14a4d83925e1080203df15
0.377541,person,03,12,38x88+224+168,41,04,27,20160403124127-181-00.jpg,2016,20160403124127-181-00,1-7ff7c180e549ece92ecf91f08f7e4a11
0.930862,person,03,12,52x78+316+114,42,04,20,20160403124220-182-00.jpg,2016,20160403124220-182-00,1-1bf9379d7009e7a09669e3b3dc89358b
0.858149,person,03,12,36x104+286+94,43,04,09,20160403124309-183-00.jpg,2016,20160403124309-183-00,1-67bad1835c0a0958edf0f584799eadaa
,NO_TAGS,03,12,28x138+222+108,43,04,47,20160403124347-184-01.jpg,2016,20160403124347-184-01,1-3365c8a39c06293db724fa5b502e6e31
,NO_TAGS,03,12,18x90+156+116,44,04,45,20160403124445-185-00.jpg,2016,20160403124445-185-00,1-4edb294696afbcd4de54fb41a99bde96
0.331812,person,03,12,26x144+224+108,45,04,27,20160403124527-186-00.jpg,2016,20160403124527-186-00,1-45f7a361e11fe9f228547719f81c9db3
0.5,person,03,12,28x84+228+172,47,04,01,20160403124701-187-00.jpg,2016,20160403124701-187-00,1-79d2e28f395acf5c765e80322f1be8c7
0.991837,person,03,12,244x456+216+0,48,04,16,20160403124816-188-01.jpg,2016,20160403124816-188-01,1-65e9b367572598dd156ed140e524306d
,NO_TAGS,03,12,28x78+144+256,49,04,09,20160403124909-189-01.jpg,2016,20160403124909-189-01,1-efb8601b94d871dd213f1db31f35d59a
,NO_TAGS,03,12,18x84+132+356,50,04,57,20160403125057-190-01.jpg,2016,20160403125057-190-01,1-786ae518569e2ae81e4828ed21e15b85
0.999176,person,03,12,300x478+160+0,53,04,26,20160403125326-191-01.jpg,2016,20160403125326-191-01,1-1656f950281e33fe11867182725dc924
0.354344,person,03,12,526x478+68+0,55,04,13,20160403125513-192-01.jpg,2016,20160403125513-192-01,1-00de921778a3413b8d053ec123b8eb54
0.622459,person,03,12,58x38+428+90,55,04,42,20160403125542-193-01.jpg,2016,20160403125542-193-01,1-fa00ce61707fff9c9bfae6691c1d5c40
,NO_TAGS,03,12,70x50+244+150,59,04,48,20160403125948-194-00.jpg,2016,20160403125948-194-00,1-5c742241f45ce1df1d55d19f111cd6b8
,NO_TAGS,03,13,520x110+18+262,03,04,38,20160403130338-195-00.jpg,2016,20160403130338-195-00,1-365494305a34bdcfcfb441a2b21024c2
,NO_TAGS,03,13,22x114+196+68,04,04,22,20160403130422-196-00.jpg,2016,20160403130422-196-00,1-1948857b95bf23617773adff5e3d73ff
,NO_TAGS,03,13,26x98+222+174,05,04,01,20160403130501-197-00.jpg,2016,20160403130501-197-00,1-569d12c34d8ff66532144fba6b005719
,NO_TAGS,03,13,18x90+230+168,05,04,21,20160403130521-198-00.jpg,2016,20160403130521-198-00,1-3238d2d77f7ed69bb5a0024062677e9b
0.5,person,03,13,278x158+160+100,06,04,21,20160403130621-199-00.jpg,2016,20160403130621-199-00,1-7de713b27231ad2aa689dfe3e02a986c
,NO_TAGS,03,13,24x178+220+88,07,04,06,20160403130706-200-01.jpg,2016,20160403130706-200-01,1-492271c2c8c5358498712ac0d974b0c3
,NO_TAGS,03,13,214x164+228+80,07,04,59,20160403130759-201-01.jpg,2016,20160403130759-201-01,1-8c47931c8b68614aaf76ee5a8d9f8aee
0.425557,person,03,13,46x80+214+120,13,04,59,20160403131359-202-01.jpg,2016,20160403131359-202-01,1-2969c529af90f45dd4f651f62ebab2af
0.668188,person,03,13,58x124+292+92,17,04,46,20160403131746-203-01.jpg,2016,20160403131746-203-01,1-94cb5f73265f85ccdee38a8a1514b736
0.524979,person,03,13,44x94+282+106,22,04,00,20160403132200-204-01.jpg,2016,20160403132200-204-01,1-67732eea0feec74345ad86c35660d465
,NO_TAGS,03,13,32x80+260+284,23,04,31,20160403132331-205-01.jpg,2016,20160403132331-205-01,1-91036f37bec15f021c324a516da81ed7
0.645656,person,03,13,52x124+286+88,24,04,00,20160403132400-206-00.jpg,2016,20160403132400-206-00,1-3459774e2fb9f46637319ce92060fc9b
0.598688,person,03,13,56x68+276+142,31,04,31,20160403133131-207-00.jpg,2016,20160403133131-207-00,1-35998dfc2aab94c5f334d043c830ecde
0.28905,person,03,13,36x64+326+144,32,04,40,20160403133240-208-01.jpg,2016,20160403133240-208-01,1-b1e9c5cce1570d8165ef40f5f08bd39e
,NO_TAGS,03,13,88x54+254+158,33,04,14,20160403133314-209-01.jpg,2016,20160403133314-209-01,1-015d713644d0e3e48cba81976a7b38d1
0.401312,person,03,13,62x108+380+156,34,04,25,20160403133425-210-01.jpg,2016,20160403133425-210-01,1-0a48f17da37c0d09adbf8c376c7a608d
,NO_TAGS,03,13,48x84+390+180,45,04,09,20160403134509-211-00.jpg,2016,20160403134509-211-00,1-f42b3eed47da37f03665630bd3eaf771
0.377541,person,03,13,400x220+128+156,48,04,17,20160403134817-212-00.jpg,2016,20160403134817-212-00,1-1510d376582b09134dde636cb6e42a61
,NO_TAGS,03,13,620x468+19+0,49,04,20,20160403134920-213-01.jpg,2016,20160403134920-213-01,1-34196571a2b2233e6b9b715c8a5da1ae
,NO_TAGS,03,13,64x60+410+188,55,04,39,20160403135539-214-01.jpg,2016,20160403135539-214-01,1-ccaf174716e8e11c5947f9475724e54f
0.997268,person,03,13,256x424+214+30,56,04,42,20160403135642-215-01.jpg,2016,20160403135642-215-01,1-7994b43cc212ec34ada418196fbe1d0d
,NO_TAGS,03,13,586x478+54+0,57,04,33,20160403135733-216-00.jpg,2016,20160403135733-216-00,1-e56bb64ca0d3a58c55e5b4d686f1e129
0.999447,person,03,13,238x404+184+70,58,04,17,20160403135817-217-01.jpg,2016,20160403135817-217-01,1-e7375d151f24f1dbfbc38698ba334234
0.450166,person,03,13,34x114+402+190,59,04,00,20160403135900-218-01.jpg,2016,20160403135900-218-01,1-95f9b406d40c10e5cb57061ad156e08c
,NO_TAGS,03,13,264x388+218+90,59,04,21,20160403135921-219-00.jpg,2016,20160403135921-219-00,1-1ad4d926ca29981b2ea2cece04f3a8a7
0.354344,person,03,13,36x60+354+152,59,04,49,20160403135949-220-01.jpg,2016,20160403135949-220-01,1-e59cf738eeb838671278204a31f9f1ba
0.354344,person,03,14,54x44+348+178,01,04,23,20160403140123-221-01.jpg,2016,20160403140123-221-01,1-b357241c1ce7de0d871caf4cdc584d00
,NO_TAGS,03,14,42x130+388+152,01,04,49,20160403140149-222-01.jpg,2016,20160403140149-222-01,1-733564b58f51fc5d2e61004466234105
0.331812,person,03,14,176x426+242+52,02,04,42,20160403140242-223-00.jpg,2016,20160403140242-223-00,1-8f25161abe4360ae3b13d9ff1ba359b2
,NO_TAGS,03,14,58x54+338+140,03,04,20,20160403140320-224-01.jpg,2016,20160403140320-224-01,1-51bf11a8144638f19eed45f261e6c72f
0.268941,person,03,14,402x204+80+96,04,04,35,20160403140435-225-00.jpg,2016,20160403140435-225-00,1-0dfb3864eb045e9ad19563bfabd7c541
0.268941,person,03,14,64x48+296+144,05,04,51,20160403140551-226-00.jpg,2016,20160403140551-226-00,1-a08a4cdf332106843cdd6da1907f4dee
,NO_TAGS,03,14,26x120+330+66,07,04,46,20160403140746-227-00.jpg,2016,20160403140746-227-00,1-8e8c985bbbff75d1be559ea38597779d
,NO_TAGS,03,14,40x90+352+130,08,04,42,20160403140842-228-01.jpg,2016,20160403140842-228-01,1-c24ef212116035400bd000b93c42eb14
,NO_TAGS,03,14,48x270+200+36,12,04,59,20160403141259-229-01.jpg,2016,20160403141259-229-01,1-60883ecb56d6d7c21f0b1e8d45287036
,NO_TAGS,03,14,68x90+302+130,14,04,29,20160403141429-230-01.jpg,2016,20160403141429-230-01,1-8a27c48e8a8f96eb2f43c3f98ceaa1e7
,NO_TAGS,03,14,24x114+340+98,14,04,50,20160403141450-231-01.jpg,2016,20160403141450-231-01,1-34e38bb547acd65181a5f90bb6b59990
0.996982,person,03,14,206x262+206+216,15,04,18,20160403141518-232-00.jpg,2016,20160403141518-232-00,1-5f025e187a06912e82b8a2ffc81a2ee7
0.98016,person,03,14,364x478+122+0,15,04,39,20160403141539-233-00.jpg,2016,20160403141539-233-00,1-78e1f35748a36dc221befa725fdae977
,NO_TAGS,03,14,48x38+288+140,23,04,36,20160403142336-234-00.jpg,2016,20160403142336-234-00,1-19ecbdd9ca185c05c006748eb62e8076
,NO_TAGS,03,14,574x384+103+74,24,04,21,20160403142421-235-00.jpg,2016,20160403142421-235-00,1-d94c5eaaafc82acd0925559796dd146a
0.268941,person,03,14,50x140+336+68,24,04,43,20160403142443-236-01.jpg,2016,20160403142443-236-01,1-e9cce115cb052915a83c23f42231f1e7
,NO_TAGS,03,14,528x478+138+0,25,04,05,20160403142505-237-01.jpg,2016,20160403142505-237-01,1-6ddcbaff3c3eb89042249011a5ef02d6
0.999176,person,03,14,422x418+160+0,26,04,12,20160403142612-238-01.jpg,2016,20160403142612-238-01,1-f700bc2056eabe06afd636e99434cfc7
,NO_TAGS,03,14,38x74+274+110,27,04,47,20160403142747-239-01.jpg,2016,20160403142747-239-01,1-cfb14a1ffd536f759b5411693c63004a
,NO_TAGS,03,14,596x198+60+70,28,04,58,20160403142858-240-00.jpg,2016,20160403142858-240-00,1-d8948c78667d7ced8453bdd421c1954d
,NO_TAGS,03,14,364x444+192+34,29,04,24,20160403142924-241-00.jpg,2016,20160403142924-241-00,1-1b56f4a9891d562f016ec91f788afec5
0.75026,person,03,14,62x90+330+108,30,04,03,20160403143003-242-00.jpg,2016,20160403143003-242-00,1-9de67aff03443cf70f934673d2ef6cbe
,NO_TAGS,03,14,398x478+130+0,33,04,15,20160403143315-243-00.jpg,2016,20160403143315-243-00,1-7cd9b827e3996c8cbdf01422ac7e6451
0.999447,person,03,14,192x354+204+116,34,04,12,20160403143412-244-01.jpg,2016,20160403143412-244-01,1-7ec869060960a8288ec7f14e4e02da0d
0.990987,person,03,14,146x358+202+106,35,04,18,20160403143518-245-00.jpg,2016,20160403143518-245-00,1-7e695900a5e8d73daa638c5b35488c4e
0.998167,person,03,14,316x350+120+84,42,04,01,20160403144201-246-00.jpg,2016,20160403144201-246-00,1-9f7722e03bdf3e9a5aa6f08ec8fac05c
0.999176,person,03,14,212x340+204+118,42,04,30,20160403144230-247-01.jpg,2016,20160403144230-247-01,1-544e11ec0b1ea6eb2a3e33548c378e72
0.998887,person,03,14,176x394+212+58,43,04,14,20160403144314-248-01.jpg,2016,20160403144314-248-01,1-0f959dc6e665091255ada7f157e229f1
0.268941,person,03,14,608x460+36+0,43,04,47,20160403144347-249-01.jpg,2016,20160403144347-249-01,1-c9798931951ffb9eea8641b14456d57e
,NO_TAGS,03,14,34x54+186+100,44,04,20,20160403144420-250-01.jpg,2016,20160403144420-250-01,1-cfdfd460099d99c3b8fb78efcad089db
,NO_TAGS,03,14,106x160+202+104,44,04,37,20160403144437-251-01.jpg,2016,20160403144437-251-01,1-a1ae7182741e2612b1f8ba1b7a53430a
0.999325,person,03,14,152x310+210+136,45,04,58,20160403144558-252-01.jpg,2016,20160403144558-252-01,1-0799d983745ec7e1eaa09ab231557de1
,NO_TAGS,03,14,72x80+266+136,47,04,17,20160403144717-253-00.jpg,2016,20160403144717-253-00,1-02a2698df6271a726d15cd077a5810b4
,NO_TAGS,03,14,26x64+148+118,48,04,07,20160403144807-254-01.jpg,2016,20160403144807-254-01,1-9eedb6ec6081c72693211b39a05988a6
,NO_TAGS,03,14,120x34+224+184,49,04,22,20160403144922-255-01.jpg,2016,20160403144922-255-01,1-6801feee9d39796dbf7bf739db42791b
0.999254,person,03,14,196x338+190+122,49,04,56,20160403144956-256-00.jpg,2016,20160403144956-256-00,1-f1cd8d5bee677f322834df8ac2670cb5
0.999447,person,03,14,152x304+232+160,50,04,12,20160403145012-257-00.jpg,2016,20160403145012-257-00,1-aadb5c466626e4aac59e4dddf854dbda
0.475021,person,03,14,48x68+312+146,54,04,44,20160403145444-258-01.jpg,2016,20160403145444-258-01,1-9260bfa566e2a06d4cf6d3d3c695576b
0.598688,person,03,14,58x94+360+136,59,04,00,20160403145900-259-00.jpg,2016,20160403145900-259-00,1-a9760504549f50490db12a3dff26a3ff
,NO_TAGS,03,14,34x50+424+220,59,04,39,20160403145939-260-00.jpg,2016,20160403145939-260-00,1-043105d03fec22c7604fe5ae6b9f3773
0.475021,person,03,15,36x104+288+98,18,04,26,20160403151826-261-00.jpg,2016,20160403151826-261-00,1-f5256e81c7c25f065d6448acbbca081c
,NO_TAGS,03,15,638x478+4+0,20,04,04,20160403152004-262-01.jpg,2016,20160403152004-262-01,1-4d55b20040b9aa09e51aabf79b5549b5
0.956893,person,03,15,292x250+357+82,24,04,18,20160403152418-263-01.jpg,2016,20160403152418-263-01,1-042a845f4d8cefdad7f730d4cee735a3
,NO_TAGS,03,15,40x48+548+142,24,04,52,20160403152452-264-01.jpg,2016,20160403152452-264-01,1-123f5bec0ec20dfdc8537aa2bcfc18d7
0.401312,person,03,15,64x104+380+126,26,04,05,20160403152605-265-00.jpg,2016,20160403152605-265-00,1-e8f7819857f7f99b96878d10818fead7
0.731059,person,03,15,266x284+376+72,28,04,19,20160403152819-266-00.jpg,2016,20160403152819-266-00,1-52fb880921d3b1bd2f987f6eda953a9c
0.645656,person,03,15,60x60+368+166,31,04,33,20160403153133-267-01.jpg,2016,20160403153133-267-01,1-3b5dac068cf0ae695e8eb99eaf96512b
0.997762,person,03,15,138x394+258+36,35,04,31,20160403153531-268-00.jpg,2016,20160403153531-268-00,1-8c0151386078c1112b4c00c5588105e5
0.5,person,03,15,40x98+292+100,37,04,56,20160403153756-269-01.jpg,2016,20160403153756-269-01,1-9ea6469b78d56c80367152ff464b83b3
0.996665,person,03,15,204x478+222+0,39,04,37,20160403153937-270-00.jpg,2016,20160403153937-270-00,1-363599be359b984e74cbbb7dd4bf53de
0.999325,person,03,15,160x394+204+62,40,04,13,20160403154013-271-00.jpg,2016,20160403154013-271-00,1-2a6735f2f4b96c6ffff7578abd5c0cbb
0.5,person,03,15,70x354+408+26,41,04,55,20160403154155-272-00.jpg,2016,20160403154155-272-00,1-88bbbfe96fa0fdafae45943e7f0643e5
0.817574,person,03,15,36x60+388+88,42,04,41,20160403154241-273-01.jpg,2016,20160403154241-273-01,1-f9976b35dfd66e03c0f4fb209796d455
0.425557,person,03,15,48x60+280+140,43,04,17,20160403154317-274-00.jpg,2016,20160403154317-274-00,1-32c44b6f3ba0f0b3dfb113ab3da923ff
0.268941,person,03,15,82x378+412+20,46,04,36,20160403154636-275-00.jpg,2016,20160403154636-275-00,1-900932b17db5469b3774c12b258f9fb1
,NO_TAGS,03,15,42x84+408+86,47,04,12,20160403154712-276-00.jpg,2016,20160403154712-276-00,1-eafd74030e88467c0b89da8561ee662a
0.817574,person,03,15,66x48+336+182,48,04,14,20160403154814-277-01.jpg,2016,20160403154814-277-01,1-27730ca880f6651e6d3f41947283a0f8
0.998771,person,03,15,208x388+216+58,48,04,57,20160403154857-278-01.jpg,2016,20160403154857-278-01,1-566fad3bd7c474beef326fdf2e9f0b73
,NO_TAGS,03,15,34x100+450+108,49,04,15,20160403154915-279-01.jpg,2016,20160403154915-279-01,1-0f171fe92c60bef60fc8dc31a3d55b0a
,NO_TAGS,03,15,54x60+468+112,49,04,57,20160403154957-280-00.jpg,2016,20160403154957-280-00,1-05f822d1a9778739ef2cd21f7713af79
0.997268,person,03,15,180x304+174+154,50,04,12,20160403155012-281-01.jpg,2016,20160403155012-281-01,1-169cecd73b5a209270ac6a3c359e87a9
,NO_TAGS,03,15,394x178+118+90,50,04,59,20160403155059-282-01.jpg,2016,20160403155059-282-01,1-6ac6ff043c694bdb9d6f3f2797ded10c
0.999176,person,03,15,180x466+236+0,53,04,14,20160403155314-283-00.jpg,2016,20160403155314-283-00,1-31064c0c00a3f70a39609aa6ba127c3f
,NO_TAGS,03,15,42x68+252+124,55,04,21,20160403155521-284-00.jpg,2016,20160403155521-284-00,1-479de788a2d98728306e5a3e73757af3
0.999254,person,03,15,180x426+212+52,56,04,22,20160403155622-285-01.jpg,2016,20160403155622-285-01,1-d303b16d641f307905c300a3bcad0d24
0.574443,person,03,15,434x244+120+108,58,04,33,20160403155833-286-01.jpg,2016,20160403155833-286-01,1-51e15b7b1de00969556750f911880247
0.450166,person,03,16,396x258+100+84,00,04,01,20160403160001-287-00.jpg,2016,20160403160001-287-00,1-54ad763d0487ee736ba5901b3196cb6f
0.817574,person,03,16,276x378+208+30,03,04,02,20160403160302-288-00.jpg,2016,20160403160302-288-00,1-509e6164e02720e611946ea1e92d7b54
0.28905,person,03,16,68x100+186+142,03,04,30,20160403160330-289-01.jpg,2016,20160403160330-289-01,1-b782e7f6789af5a7407b5f7c6f62a437
,NO_TAGS,03,17,34x50+400+290,01,04,42,20160403170142-298-01.jpg,2016,20160403170142-298-01,1-d9ad29e626596991fc289ad84a61bf9e
0.997975,person,03,17,126x370+266+58,09,04,38,20160403170938-299-01.jpg,2016,20160403170938-299-01,1-ebc3a1a5650e90ad89647e9143139681
0.268941,person,03,17,250x318+208+78,31,04,57,20160403173157-300-00.jpg,2016,20160403173157-300-00,1-c48761b69af9b200c092aed7a6d29d6a
,NO_TAGS,03,17,30x98+226+164,39,04,24,20160403173924-301-01.jpg,2016,20160403173924-301-01,1-21ec72f14b19774a5ad3037cee05848f
0.28905,person,03,17,354x280+240+56,44,04,21,20160403174421-302-00.jpg,2016,20160403174421-302-00,1-85278b5de0da4b6a6f002e138d3d731c
,NO_TAGS,03,17,584x184+36+98,44,04,46,20160403174446-303-00.jpg,2016,20160403174446-303-00,1-45cb17c08f58b61110d514bb8e7754bf
,NO_TAGS,03,17,56x54+280+150,58,04,16,20160403175816-304-00.jpg,2016,20160403175816-304-00,1-0bbb591e5c079b4626057ba70f5bc40a
,NO_TAGS,03,17,94x64+270+146,59,04,30,20160403175930-305-00.jpg,2016,20160403175930-305-00,1-b3c9ac21acd68c2699e9368208f5f168
0.331812,person,03,18,242x294+170+42,00,04,37,20160403180037-306-00.jpg,2016,20160403180037-306-00,1-503a342cbc0cfa855f5e609b3567c6ed
,NO_TAGS,03,18,88x64+276+140,01,04,16,20160403180116-307-00.jpg,2016,20160403180116-307-00,1-ddfa6fe0f38a19c65e8dc2e785a5ec5a
0.75026,person,03,18,572x260+30+124,02,04,28,20160403180228-308-01.jpg,2016,20160403180228-308-01,1-927ed1c716b83234d111a1638bf4f9be
,NO_TAGS,03,18,456x188+132+160,04,04,57,20160403180457-309-00.jpg,2016,20160403180457-309-00,1-568f0202f96fa6e6e1c43583b8993932
0.996982,person,03,18,180x410+238+54,06,04,11,20160403180611-310-00.jpg,2016,20160403180611-310-00,1-4a55ea3cdfeab3963c0ea667731e04f2
0.880797,person,03,18,520x184+50+144,07,04,27,20160403180727-311-01.jpg,2016,20160403180727-311-01,1-b9854a67041dfd0d282813c5d3b2e66a
0.999089,person,03,18,344x394+182+84,08,04,45,20160403180845-312-01.jpg,2016,20160403180845-312-01,1-f972587f766c2ecf915bfe43e9ef42ea
0.598688,person,03,18,332x348+144+8,09,04,05,20160403180905-313-00.jpg,2016,20160403180905-313-00,1-f4421db558e8faf2db45248b6eefe5af
0.858149,person,03,18,488x164+100+170,11,04,02,20160403181102-314-01.jpg,2016,20160403181102-314-01,1-8d579d3e8138571580d6a2c84995a771
,NO_TAGS,03,18,346x354+156+0,11,04,45,20160403181145-315-00.jpg,2016,20160403181145-315-00,1-8c7c820d765948960bba2e5ab8fe0bf9
0.549834,person,03,18,72x34+360+194,14,04,12,20160403181412-316-00.jpg,2016,20160403181412-316-00,1-ac7ee84a710f7c3f049e1407f82bd13b
0.668188,person,03,18,78x40+354+192,14,04,51,20160403181451-317-01.jpg,2016,20160403181451-317-01,1-152bfd188ede7c76d7779736d34f7166
0.845535,person,03,18,60x40+364+190,15,04,26,20160403181526-318-01.jpg,2016,20160403181526-318-01,1-cd4c6e16a4518e216b06868bb2c8c2b8
0.5,person,03,18,88x54+360+184,15,04,51,20160403181551-319-00.jpg,2016,20160403181551-319-00,1-86897c12665eb4e9ad707945bfe216e0
